Id,Label
6001,8
6002,4
6003,3
6004,6
6005,7
6006,1
6007,5
6008,6
6009,3
6010,3
6011,4
6012,6
6013,5
6014,4
6015,6
6016,6
6017,3
6018,0
6019,3
6020,6
6021,6
6022,7
6023,0
6024,7
6025,5
6026,3
6027,1
6028,0
6029,5
6030,4
6031,3
6032,2
6033,4
6034,7
6035,7
6036,4
6037,7
6038,6
6039,7
6040,4
6041,2
6042,7
6043,0
6044,1
6045,2
6046,5
6047,8
6048,6
6049,4
6050,1
6051,0
6052,3
6053,0
6054,5
6055,3
6056,4
6057,8
6058,5
6059,3
6060,1
6061,4
6062,7
6063,6
6064,0
6065,3
6066,5
6067,4
6068,0
6069,2
6070,3
6071,0
6072,8
6073,7
6074,4
6075,2
6076,4
6077,1
6078,7
6079,0
6080,3
6081,4
6082,6
6083,1
6084,8
6085,5
6086,1
6087,1
6088,1
6089,8
6090,8
6091,7
6092,3
6093,7
6094,8
6095,4
6096,6
6097,4
6098,4
6099,6
6100,6
6101,1
6102,6
6103,1
6104,2
6105,4
6106,2
6107,7
6108,3
6109,4
6110,2
6111,8
6112,6
6113,6
6114,6
6115,0
6116,1
6117,3
6118,4
6119,4
6120,3
6121,7
6122,6
6123,8
6124,6
6125,3
6126,3
6127,7
6128,8
6129,5
6130,5
6131,3
6132,4
6133,3
6134,5
6135,3
6136,8
6137,4
6138,5
6139,7
6140,5
6141,7
6142,7
6143,6
6144,3
6145,7
6146,7
6147,4
6148,3
6149,7
6150,1
6151,2
6152,3
6153,1
6154,4
6155,3
6156,5
6157,8
6158,6
6159,2
6160,5
6161,6
6162,7
6163,3
6164,0
6165,3
6166,5
6167,3
6168,8
6169,8
6170,0
6171,1
6172,1
6173,3
6174,2
6175,2
6176,0
6177,3
6178,4
6179,6
6180,8
6181,1
6182,3
6183,7
6184,4
6185,5
6186,5
6187,2
6188,8
6189,4
6190,3
6191,5
6192,8
6193,6
6194,6
6195,6
6196,0
6197,7
6198,7
6199,6
6200,5
6201,4
6202,2
6203,1
6204,3
6205,2
6206,7
6207,4
6208,8
6209,4
6210,6
6211,5
6212,7
6213,8
6214,4
6215,2
6216,6
6217,4
6218,4
6219,4
6220,7
6221,4
6222,0
6223,3
6224,7
6225,4
6226,2
6227,8
6228,5
6229,7
6230,5
6231,0
6232,2
6233,7
6234,8
6235,0
6236,4
6237,0
6238,3
6239,3
6240,8
6241,7
6242,8
6243,0
6244,0
6245,2
6246,0
6247,5
6248,2
6249,2
6250,5
6251,4
6252,7
6253,5
6254,6
6255,2
6256,7
6257,8
6258,3
6259,5
6260,8
6261,3
6262,4
6263,2
6264,2
6265,4
6266,3
6267,6
6268,1
6269,0
6270,3
6271,7
6272,4
6273,6
6274,4
6275,2
6276,7
6277,4
6278,8
6279,0
6280,1
6281,3
6282,6
6283,2
6284,3
6285,0
6286,3
6287,0
6288,4
6289,1
6290,1
6291,8
6292,6
6293,5
6294,2
6295,5
6296,4
6297,4
6298,4
6299,2
6300,1
6301,6
6302,1
6303,8
6304,4
6305,3
6306,3
6307,4
6308,3
6309,1
6310,4
6311,6
6312,4
6313,0
6314,7
6315,7
6316,0
6317,1
6318,3
6319,5
6320,8
6321,3
6322,7
6323,3
6324,5
6325,1
6326,4
6327,1
6328,7
6329,1
6330,7
6331,4
6332,2
6333,1
6334,7
6335,7
6336,5
6337,0
6338,5
6339,0
6340,2
6341,0
6342,1
6343,3
6344,5
6345,4
6346,2
6347,3
6348,7
6349,3
6350,5
6351,2
6352,4
6353,3
6354,2
6355,5
6356,0
6357,6
6358,4
6359,6
6360,1
6361,2
6362,5
6363,4
6364,5
6365,8
6366,5
6367,8
6368,5
6369,1
6370,1
6371,8
6372,6
6373,0
6374,1
6375,6
6376,3
6377,3
6378,5
6379,7
6380,1
6381,6
6382,1
6383,3
6384,4
6385,2
6386,4
6387,5
6388,8
6389,5
6390,6
6391,5
6392,5
6393,7
6394,4
6395,7
6396,4
6397,4
6398,4
6399,2
6400,1
6401,3
6402,7
6403,8
6404,2
6405,7
6406,4
6407,3
6408,0
6409,6
6410,4
6411,5
6412,2
6413,2
6414,8
6415,2
6416,2
6417,8
6418,8
6419,0
6420,6
6421,3
6422,3
6423,1
6424,0
6425,7
6426,7
6427,2
6428,2
6429,0
6430,8
6431,4
6432,7
6433,3
6434,5
6435,7
6436,7
6437,5
6438,6
6439,7
6440,5
6441,3
6442,0
6443,4
6444,5
6445,4
6446,7
6447,4
6448,3
6449,6
6450,7
6451,1
6452,5
6453,1
6454,7
6455,1
6456,0
6457,7
6458,8
6459,2
6460,4
6461,5
6462,7
6463,4
6464,5
6465,3
6466,5
6467,0
6468,5
6469,3
6470,5
6471,4
6472,4
6473,2
6474,1
6475,8
6476,3
6477,6
6478,1
6479,6
6480,3
6481,5
6482,6
6483,3
6484,6
6485,3
6486,1
6487,6
6488,7
6489,8
6490,0
6491,7
6492,8
6493,7
6494,3
6495,3
6496,8
6497,1
6498,1
6499,0
6500,4
6501,3
6502,0
6503,2
6504,8
6505,4
6506,5
6507,6
6508,5
6509,1
6510,0
6511,7
6512,1
6513,8
6514,5
6515,4
6516,6
6517,1
6518,7
6519,6
6520,4
6521,1
6522,8
6523,5
6524,0
6525,5
6526,0
6527,7
6528,7
6529,7
6530,3
6531,6
6532,0
6533,7
6534,1
6535,7
6536,0
6537,2
6538,8
6539,0
6540,5
6541,3
6542,4
6543,0
6544,3
6545,0
6546,7
6547,8
6548,1
6549,7
6550,4
6551,5
6552,3
6553,7
6554,4
6555,2
6556,6
6557,3
6558,6
6559,4
6560,8
6561,1
6562,5
6563,4
6564,1
6565,3
6566,4
6567,1
6568,5
6569,8
6570,6
6571,1
6572,4
6573,4
6574,8
6575,0
6576,7
6577,3
6578,3
6579,4
6580,4
6581,7
6582,7
6583,4
6584,3
6585,6
6586,1
6587,1
6588,3
6589,4
6590,4
6591,5
6592,1
6593,1
6594,6
6595,5
6596,2
6597,1
6598,1
6599,4
6600,3
6601,7
6602,0
6603,3
6604,3
6605,6
6606,3
6607,4
6608,4
6609,7
6610,8
6611,7
6612,4
6613,1
6614,6
6615,4
6616,3
6617,0
6618,7
6619,4
6620,2
6621,3
6622,4
6623,1
6624,8
6625,1
6626,6
6627,0
6628,0
6629,7
6630,2
6631,2
6632,5
6633,5
6634,3
6635,2
6636,5
6637,1
6638,4
6639,2
6640,5
6641,4
6642,0
6643,7
6644,4
6645,2
6646,0
6647,3
6648,6
6649,3
6650,8
6651,0
6652,4
6653,3
6654,4
6655,8
6656,1
6657,6
6658,6
6659,4
6660,1
6661,6
6662,4
6663,3
6664,1
6665,0
6666,4
6667,4
6668,2
6669,0
6670,3
6671,2
6672,1
6673,2
6674,4
6675,4
6676,2
6677,1
6678,1
6679,2
6680,5
6681,0
6682,7
6683,5
6684,1
6685,4
6686,2
6687,7
6688,4
6689,1
6690,2
6691,4
6692,4
6693,3
6694,6
6695,6
6696,2
6697,1
6698,4
6699,7
6700,1
6701,1
6702,3
6703,1
6704,7
6705,6
6706,4
6707,4
6708,7
6709,2
6710,4
6711,5
6712,7
6713,3
6714,0
6715,6
6716,7
6717,5
6718,0
6719,0
6720,2
6721,2
6722,5
6723,4
6724,1
6725,2
6726,1
6727,4
6728,0
6729,6
6730,5
6731,7
6732,3
6733,1
6734,8
6735,1
6736,0
6737,2
6738,3
6739,3
6740,0
6741,3
6742,6
6743,7
6744,1
6745,3
6746,7
6747,7
6748,1
6749,5
6750,6
6751,3
6752,3
6753,2
6754,8
6755,2
6756,3
6757,7
6758,1
6759,0
6760,3
6761,8
6762,4
6763,1
6764,8
6765,5
6766,6
6767,1
6768,5
6769,7
6770,4
6771,3
6772,3
6773,3
6774,6
6775,1
6776,4
6777,5
6778,8
6779,7
6780,3
6781,5
6782,4
6783,6
6784,7
6785,8
6786,4
6787,6
6788,6
6789,0
6790,1
6791,6
6792,6
6793,8
6794,5
6795,3
6796,0
6797,8
6798,2
6799,4
6800,4
6801,5
6802,7
6803,6
6804,6
6805,8
6806,1
6807,2
6808,2
6809,0
6810,4
6811,7
6812,4
6813,6
6814,6
6815,7
6816,2
6817,4
6818,3
6819,5
6820,1
6821,4
6822,4
6823,5
6824,0
6825,8
6826,3
6827,1
6828,3
6829,6
6830,3
6831,8
6832,8
6833,1
6834,3
6835,7
6836,6
6837,3
6838,3
6839,8
6840,3
6841,2
6842,7
6843,2
6844,3
6845,3
6846,5
6847,0
6848,7
6849,3
6850,1
6851,2
6852,5
6853,4
6854,2
6855,5
6856,4
6857,0
6858,5
6859,3
6860,3
6861,7
6862,5
6863,5
6864,2
6865,5
6866,3
6867,5
6868,3
6869,0
6870,8
6871,7
6872,2
6873,3
6874,4
6875,7
6876,1
6877,8
6878,4
6879,3
6880,3
6881,0
6882,4
6883,1
6884,4
6885,5
6886,1
6887,2
6888,4
6889,4
6890,3
6891,6
6892,7
6893,3
6894,2
6895,7
6896,5
6897,0
6898,4
6899,1
6900,4
6901,5
6902,5
6903,7
6904,1
6905,0
6906,5
6907,5
6908,1
6909,5
6910,4
6911,6
6912,7
6913,7
6914,4
6915,7
6916,3
6917,5
6918,4
6919,3
6920,0
6921,7
6922,2
6923,3
6924,5
6925,0
6926,1
6927,7
6928,0
6929,0
6930,6
6931,6
6932,5
6933,3
6934,2
6935,1
6936,7
6937,0
6938,4
6939,6
6940,7
6941,1
6942,1
6943,2
6944,0
6945,5
6946,1
6947,1
6948,0
6949,2
6950,2
6951,1
6952,2
6953,2
6954,3
6955,4
6956,1
6957,2
6958,4
6959,3
6960,6
6961,7
6962,1
6963,5
6964,8
6965,7
6966,4
6967,5
6968,4
6969,5
6970,5
6971,3
6972,7
6973,7
6974,4
6975,6
6976,5
6977,7
6978,6
6979,7
6980,3
6981,4
6982,5
6983,7
6984,3
6985,3
6986,4
6987,0
6988,6
6989,4
6990,8
6991,1
6992,5
6993,7
6994,6
6995,3
6996,3
6997,1
6998,1
6999,3
7000,7
7001,4
7002,0
7003,5
7004,1
7005,4
7006,4
7007,2
7008,6
7009,4
7010,5
7011,4
7012,3
7013,5
7014,8
7015,5
7016,3
7017,4
7018,7
7019,8
7020,6
7021,0
7022,0
7023,3
7024,6
7025,3
7026,7
7027,0
7028,1
7029,5
7030,2
7031,8
7032,3
7033,4
7034,5
7035,5
7036,2
7037,2
7038,4
7039,3
7040,4
7041,2
7042,4
7043,5
7044,6
7045,7
7046,3
7047,4
7048,0
7049,4
7050,8
7051,3
7052,1
7053,4
7054,0
7055,0
7056,3
7057,1
7058,4
7059,1
7060,4
7061,6
7062,4
7063,7
7064,5
7065,1
7066,7
7067,5
7068,7
7069,1
7070,5
7071,1
7072,3
7073,5
7074,7
7075,0
7076,4
7077,0
7078,0
7079,5
7080,7
7081,3
7082,3
7083,3
7084,3
7085,8
7086,6
7087,3
7088,8
7089,5
7090,0
7091,1
7092,1
7093,7
7094,1
7095,7
7096,3
7097,8
7098,5
7099,2
7100,4
7101,4
7102,3
7103,6
7104,2
7105,4
7106,5
7107,7
7108,1
7109,3
7110,7
7111,8
7112,7
7113,1
7114,2
7115,2
7116,4
7117,4
7118,7
7119,8
7120,1
7121,5
7122,0
7123,3
7124,6
7125,2
7126,7
7127,0
7128,5
7129,8
7130,5
7131,0
7132,3
7133,5
7134,5
7135,3
7136,7
7137,2
7138,7
7139,3
7140,4
7141,5
7142,5
7143,0
7144,1
7145,5
7146,4
7147,4
7148,8
7149,5
7150,0
7151,6
7152,7
7153,7
7154,8
7155,5
7156,5
7157,2
7158,5
7159,3
7160,0
7161,1
7162,6
7163,0
7164,5
7165,0
7166,4
7167,1
7168,2
7169,4
7170,5
7171,6
7172,0
7173,4
7174,0
7175,1
7176,3
7177,1
7178,4
7179,1
7180,4
7181,1
7182,4
7183,3
7184,1
7185,8
7186,2
7187,3
7188,2
7189,7
7190,7
7191,3
7192,5
7193,1
7194,0
7195,3
7196,4
7197,7
7198,7
7199,8
7200,7
7201,3
7202,4
7203,1
7204,5
7205,7
7206,5
7207,7
7208,4
7209,4
7210,5
7211,6
7212,4
7213,6
7214,7
7215,2
7216,4
7217,6
7218,1
7219,8
7220,4
7221,1
7222,4
7223,4
7224,4
7225,1
7226,3
7227,8
7228,7
7229,1
7230,2
7231,3
7232,6
7233,6
7234,6
7235,3
7236,1
7237,1
7238,5
7239,0
7240,7
7241,1
7242,3
7243,8
7244,3
7245,7
7246,4
7247,1
7248,4
7249,0
7250,7
7251,4
7252,4
7253,4
7254,5
7255,8
7256,7
7257,4
7258,7
7259,7
7260,1
7261,8
7262,5
7263,7
7264,2
7265,5
7266,1
7267,6
7268,8
7269,1
7270,4
7271,5
7272,2
7273,4
7274,6
7275,8
7276,2
7277,5
7278,7
7279,0
7280,8
7281,0
7282,8
7283,8
7284,3
7285,4
7286,3
7287,4
7288,6
7289,6
7290,3
7291,7
7292,3
7293,7
7294,2
7295,7
7296,5
7297,0
7298,8
7299,3
7300,8
7301,6
7302,4
7303,7
7304,8
7305,6
7306,4
7307,2
7308,7
7309,7
7310,5
7311,1
7312,7
7313,5
7314,1
7315,8
7316,3
7317,4
7318,4
7319,4
7320,4
7321,5
7322,7
7323,5
7324,3
7325,4
7326,6
7327,7
7328,1
7329,1
7330,3
7331,0
7332,4
7333,7
7334,4
7335,3
7336,5
7337,7
7338,7
7339,1
7340,3
7341,2
7342,7
7343,7
7344,3
7345,8
7346,0
7347,4
7348,2
7349,4
7350,3
7351,6
7352,4
7353,0
7354,2
7355,5
7356,1
7357,4
7358,3
7359,0
7360,3
7361,6
7362,4
7363,5
7364,4
7365,0
7366,8
7367,1
7368,3
7369,2
7370,5
7371,4
7372,2
7373,7
7374,2
7375,5
7376,0
7377,1
7378,4
7379,8
7380,5
7381,5
7382,5
7383,1
7384,8
7385,8
7386,7
7387,6
7388,4
7389,0
7390,4
7391,7
7392,2
7393,4
7394,4
7395,7
7396,6
7397,3
7398,3
7399,4
7400,2
7401,4
7402,7
7403,1
7404,6
7405,3
7406,1
7407,4
7408,7
7409,4
7410,4
7411,6
7412,6
7413,7
7414,8
7415,6
7416,4
7417,7
7418,2
7419,8
7420,8
7421,5
7422,4
7423,1
7424,3
7425,7
7426,4
7427,3
7428,1
7429,7
7430,6
7431,6
7432,1
7433,8
7434,7
7435,3
7436,2
7437,4
7438,4
7439,7
7440,3
7441,6
7442,6
7443,3
7444,5
7445,1
7446,3
7447,4
7448,7
7449,2
7450,7
7451,8
7452,7
7453,4
7454,8
7455,4
7456,7
7457,3
7458,8
7459,8
7460,3
7461,5
7462,3
7463,1
7464,2
