6,9
40,9
48,9
51,9
52,9
62,9
78,9
79,9
94,9
99,9
147,9
207,9
328,9
333,9
336,9
378,9
384,9
398,9
459,9
465,9
498,9
505,9
509,9
527,9
549,9
566,9
612,9
616,9
625,9
662,9
675,9
676,9
680,9
685,9
687,9
723,9
730,9
748,9
765,9
769,9
787,9
805,9
821,9
838,9
839,9
848,9
852,9
894,9
913,9
921,9
925,9
928,9
933,9
947,9
948,9
951,9
952,9
981,9
997,9
1017,9
1024,9
1038,9
1045,9
1062,9
1075,9
1086,9
1139,9
1156,9
1159,9
1166,9
1204,9
1207,9
1229,9
1235,9
1239,9
1288,9
1289,9
1299,9
1319,9
1323,9
1347,9
1362,9
1363,9
1371,9
1380,9
1392,9
1445,9
1481,9
1574,9
1581,9
1583,9
1605,9
1612,9
1660,9
1688,9
1691,9
1697,9
1702,9
1709,9
1710,9
1716,9
1722,9
1723,9
1728,9
1729,9
1733,9
1735,9
1742,9
1847,9
1866,9
1871,9
1872,9
1887,9
1896,9
1905,9
1923,9
1930,9
1932,9
1956,9
1996,9
1998,9
2006,9
2020,9
2048,9
2050,9
2054,9
2065,9
2068,9
2070,9
2090,9
2091,9
2109,9
2115,9
2128,9
2133,9
2136,9
2164,9
2174,9
2175,9
2211,9
2217,9
2253,9
2256,9
2276,9
2300,9
2306,9
2316,9
2317,9
2357,9
2358,9
2361,9
2366,9
2380,9
2420,9
2423,9
2443,9
2450,9
2459,9
2463,9
2493,9
2501,9
2507,9
2511,9
2515,9
2549,9
2554,9
2565,9
2613,9
2667,9
2684,9
2688,9
2692,9
2695,9
2712,9
2731,9
2758,9
2760,9
2768,9
2786,9
2788,9
2792,9
2793,9
2808,9
2809,9
2861,9
2887,9
2911,9
2916,9
2925,9
2928,9
2931,9
2950,9
2957,9
2982,9
2988,9
2990,9
3026,9
3034,9
3058,9
3073,9
3100,9
3113,9
3131,9
3160,9
3183,9
3192,9
3207,9
3235,9
3257,9
3270,9
3280,9
3301,9
3302,9
3306,9
3325,9
3327,9
3336,9
3338,9
3393,9
3398,9
3414,9
3427,9
3437,9
3469,9
3471,9
3490,9
3492,9
3506,9
3507,9
3511,9
3557,9
3564,9
3582,9
3604,9
3609,9
3610,9
3611,9
3615,9
3621,9
3627,9
3637,9
3647,9
3649,9
3653,9
3701,9
3711,9
3733,9
3767,9
3778,9
3781,9
3782,9
3816,9
3821,9
3822,9
3855,9
3868,9
3886,9
3890,9
3964,9
3978,9
3998,9
3999,9
4004,9
4007,9
4009,9
4011,9
4038,9
4046,9
4066,9
4076,9
4089,9
4107,9
4109,9
4126,9
4165,9
4211,9
4217,9
4239,9
4267,9
4275,9
4282,9
4296,9
4307,9
4313,9
4331,9
4342,9
4350,9
4354,9
4379,9
4383,9
4387,9
4421,9
4426,9
4433,9
4435,9
4442,9
4465,9
4467,9
4494,9
4496,9
4500,9
4505,9
4506,9
4519,9
4542,9
4568,9
4575,9
4585,9
4594,9
4599,9
4603,9
4606,9
4628,9
4631,9
4633,9
4649,9
4663,9
4668,9
4683,9
4708,9
4741,9
4746,9
4751,9
4765,9
4795,9
4796,9
4877,9
4917,9
4919,9
4951,9
4970,9
4973,9
4987,9
4990,9
4991,9
4995,9
5054,9
5057,9
5060,9
5095,9
5111,9
5117,9
5129,9
5136,9
5174,9
5182,9
5208,9
5211,9
5247,9
5266,9
5278,9
5291,9
5305,9
5307,9
5309,9
5320,9
5331,9
5353,9
5357,9
5370,9
5382,9
5486,9
5498,9
5502,9
5518,9
5522,9
5534,9
5538,9
5545,9
5546,9
5551,9
5558,9
5566,9
5581,9
5587,9
5588,9
5590,9
5595,9
5602,9
5641,9
5649,9
5670,9
5677,9
5722,9
5732,9
5748,9
5761,9
5788,9
5798,9
5805,9
5807,9
5825,9
5853,9
5859,9
5874,9
5898,9
5904,9
5912,9
5914,9
5922,9
5926,9
5937,9
5994,9
5996,9
