11,6
17,6
28,6
36,6
39,6
43,6
81,6
105,6
120,6
133,6
159,6
223,6
226,6
233,6
238,6
248,6
260,6
264,6
281,6
282,6
297,6
321,6
372,6
403,6
406,6
414,6
416,6
422,6
439,6
447,6
448,6
460,6
463,6
476,6
481,6
487,6
495,6
508,6
511,6
533,6
550,6
559,6
573,6
582,6
652,6
655,6
688,6
713,6
717,6
737,6
746,6
763,6
772,6
774,6
776,6
806,6
809,6
811,6
820,6
833,6
835,6
846,6
864,6
870,6
888,6
896,6
923,6
954,6
962,6
964,6
974,6
993,6
1007,6
1037,6
1042,6
1043,6
1084,6
1118,6
1131,6
1141,6
1146,6
1184,6
1202,6
1228,6
1241,6
1245,6
1255,6
1269,6
1271,6
1280,6
1287,6
1291,6
1306,6
1310,6
1317,6
1318,6
1334,6
1353,6
1422,6
1423,6
1475,6
1483,6
1496,6
1498,6
1501,6
1521,6
1539,6
1545,6
1577,6
1582,6
1598,6
1611,6
1623,6
1626,6
1639,6
1642,6
1644,6
1646,6
1661,6
1672,6
1680,6
1689,6
1698,6
1714,6
1727,6
1731,6
1764,6
1776,6
1791,6
1794,6
1804,6
1822,6
1850,6
1890,6
1897,6
1909,6
1946,6
1951,6
1962,6
1970,6
1978,6
2041,6
2058,6
2064,6
2072,6
2093,6
2125,6
2127,6
2129,6
2153,6
2173,6
2181,6
2193,6
2196,6
2199,6
2206,6
2219,6
2235,6
2245,6
2246,6
2267,6
2275,6
2277,6
2279,6
2297,6
2324,6
2337,6
2341,6
2369,6
2372,6
2382,6
2402,6
2461,6
2464,6
2506,6
2513,6
2516,6
2519,6
2539,6
2546,6
2547,6
2588,6
2594,6
2625,6
2637,6
2642,6
2647,6
2652,6
2661,6
2683,6
2686,6
2691,6
2710,6
2720,6
2723,6
2738,6
2755,6
2770,6
2795,6
2836,6
2862,6
2882,6
2886,6
2893,6
2897,6
2917,6
2967,6
2984,6
3090,6
3094,6
3095,6
3109,6
3119,6
3134,6
3143,6
3150,6
3177,6
3181,6
3215,6
3219,6
3229,6
3272,6
3285,6
3314,6
3329,6
3337,6
3368,6
3436,6
3468,6
3499,6
3504,6
3508,6
3509,6
3525,6
3527,6
3531,6
3588,6
3589,6
3612,6
3643,6
3672,6
3678,6
3682,6
3702,6
3721,6
3723,6
3724,6
3731,6
3739,6
3755,6
3761,6
3768,6
3829,6
3831,6
3850,6
3860,6
3862,6
3866,6
3891,6
3901,6
3912,6
3913,6
3945,6
3946,6
3954,6
3960,6
3985,6
4002,6
4008,6
4020,6
4025,6
4050,6
4053,6
4075,6
4084,6
4112,6
4132,6
4137,6
4145,6
4157,6
4160,6
4187,6
4200,6
4205,6
4237,6
4244,6
4269,6
4277,6
4297,6
4316,6
4351,6
4356,6
4367,6
4368,6
4374,6
4388,6
4427,6
4430,6
4440,6
4462,6
4522,6
4530,6
4555,6
4564,6
4583,6
4612,6
4630,6
4635,6
4646,6
4659,6
4660,6
4674,6
4680,6
4740,6
4745,6
4748,6
4750,6
4760,6
4766,6
4781,6
4793,6
4811,6
4826,6
4851,6
4853,6
4858,6
4888,6
4900,6
4914,6
4916,6
4918,6
4921,6
4946,6
4955,6
4968,6
4989,6
5011,6
5013,6
5027,6
5045,6
5049,6
5059,6
5069,6
5071,6
5090,6
5104,6
5112,6
5119,6
5138,6
5153,6
5168,6
5196,6
5216,6
5252,6
5254,6
5267,6
5292,6
5294,6
5299,6
5304,6
5322,6
5352,6
5375,6
5404,6
5414,6
5415,6
5427,6
5445,6
5446,6
5457,6
5462,6
5463,6
5561,6
5584,6
5599,6
5622,6
5623,6
5634,6
5639,6
5651,6
5659,6
5660,6
5662,6
5689,6
5705,6
5719,6
5730,6
5735,6
5738,6
5762,6
5769,6
5799,6
5808,6
5823,6
5838,6
5843,6
5864,6
5873,6
5901,6
5908,6
5929,6
5934,6
5938,6
5946,6
5965,6
5971,6
5975,6
5999,6
